dominant_topic;topic_perc_contribution;topic_Keywords;clean_review;original_review;polarity_score
Topic 2;0.53;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'list', 'review', 'crash', '', 'shut', 'multiple', 'active', 'program', 'connection', 'stable', 'release', 'buy', 'expect', 'go', 'hour', 'time', 'recommend', 'current_state', 'current', 'price', '', 'consider', 'early_access', 'ride', 'camera', 'clip', 'issue', 'car', 'rollercoaster', 'use', 'placement', 'track', '', 'multiple', 'occasion', 'track', '', 'different', 'location', 'angle', 'choose', 'spot', 'significant', 'change', 'ride', 'dimension', 'impossification', 'mean', 'difficult', 'determine', '', 'boundary', 'place', 'track', 'roller_coasters', '', 'leave', 'station', 'operate', 'run', '', 'fine', 'extend', 'period', 'time', '', 'repair', 'campaign', 'multiple', 'segment', 'explain', 'explain', 'point', 'useful', 'know', 'dialog', 'aim', 'charming', 'miss', 'mark', 'insignificant', 'margin', 'vaguely', 'person', 'camera', 'use', 'tutorial', '', 'unsettling', 'model', 'animation', 'use', 'cutscene', 'low', 'quality', 'expect', 'price', 'aspect', 'lack', 'real', 'variety', 'control', 'change', 'make', 'flat_rides', 'coloration', 'price', 'impossification', 'turn', '', 'say', '', 'play', 'madness', 'coaster', 'design', '', 'delight', '', 'work', 'concept', 'impossification', 'deep', 'appeal', 'reading', 'price', 'drop', 'fun', 'hope', 'dlc', 'go', '', 'add', 'mechanical', 'depth', 'pack', '', 'asset', 'finish', 'time', 'release', 'hope', 'mechanical', 'depth', 'get', 'patched', 'time', 'call', 'release', 'tell', ''];"edit: On top of everything listed in this review, it also crashed hard enough to shut down multiple active programs that had no connection to it. This game is not a stable release, do not buy.

I already expect that I'm going to put a lot of hours into this game, and at the same time I'm recommending against it in its current state, at its current price. This should, at best, be considered Early Access. The ride camera has clipping issues with the cars for the rollercoaster you are using, the placement of the track is finicky and has on multiple occasions either put the track in a completely different location or angle than the chosen spot, and the significant change in ride dimensions from impossification means that it's very difficult to determine where, precisely, the boundaries are for where you can and cannot place track around them. And I have had roller coasters simply never leave the station while operating after running perfectly fine for an extended period of time, despite being in full repair.

The campaign has multiple segments that either don't explain something, or only explain it well after the point where it would have been useful to know. The dialog aims for charming and misses the mark by a not insignificant margin, and the vaguely first-person camera used in the tutorial is directly unsettling. Models and animations used in cutscenes are lower quality than I would expect from a game of this price.

Many aspects lack any real variety of control. The only changes you can make to most flat rides are coloration, price, and impossification.

Now, if ALL OF THAT hasn't turned you away? You may like this game. As I said above, I'm GOING to play more of it. The madness coasters you can design are genuinely a delight, when they actually work, and the concept of impossification has deep appeal. If you're reading this, and the price has dropped to $30 or below? Go for it. Have fun. I hope that whatever DLC they have going actually adds mechanical depth, rather than just being a pack or three of assets they couldn't finish in time for release. I'd hope that mechanical depth just gets patched in over time, but calling this good for release as-is tells me they aren't likely to do that.";0.0787467700258398
Topic 2;0.36;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['modern', 'version', 'theme_park', 'world'];It's a modern version of Theme park World and i love it for that.;0.35
Topic 2;0.32;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['believe', 'pay', 'price', 'mess', '', '', 'enjoy', 'hope', 'play', 'year', '', '', 'unplayable', 'mean', 'sure', 'build', 'decent', 'park', 'feel', 'make', 'progress', 'come', 'small', 'bug', 'use', 'workaround', 'save', '', '', 'come', '', 'work', 'dead', 'water', '', 'fix', 'feature', 'add', 'long', 'wait', 'negative', 'multiple', 'roller_coaster', 'train', 'track', 'park', 'large', 'detailed', 'monorail', 'train', '', '', 'people', 'park', '', 'type', 'coaster', 'available', 'campaign', 'break', 'use', '', 'learn', '', 'playable', 'update', 'review', 'worth', 'play', 'let', 'buying', 'let', 'pay', 'price'];"Can't believe I paid full price for this mess. I am actually really enjoying, and I hope I'll be playing this game for years, but right now it is entirely unplayable. And by that I mean sure, you can build up a decent park, feel like you're making good progress, come across a few small bugs, use workarounds like save and reload. But eventually, you'll come across one that you can't work around and you're dead in the water. 

I'm sure this will all be fixed, and features will be added, but how long do I have to wait? 

Some other negatives: 
- You can't have multiple roller coaster trains on the same track. 
- The parks are large, and detailed, but there are no monorails, trains, or any way to easily get people across the park? 
- Only three types of coasters available. 
- The campaign is broken, which is what you use to really learn the game. 

If this becomes actually playable, then I will update this review but until then, this is not worth playing, let alone buying, let alone paying full price for.";0.06791666666666667
Topic 2;0.32;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['fun', 'bit', 'buggy', ''];"Good fun. A bit buggy. 

7.2/10";0.5
Topic 2;0.38;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['limbic', 'guy', 'want', '', 'quality', 'planet_coaster', 'work', 'cut', 'month', '', 'idea', 'unrealistic', 'coaster', 'ride', '', '', 'fun', 'far', 'campaign', 'tutorial', '', 'quit', 'minute', '', '', 'fun', 'game', 'economy', '', 'break', '', 'maintain', 'run', 'park', 'low', 'maintenance', 'cost', '', 'basic', 'feature', 'missing', 'example', 'workzone', 'organize', 'staff', 'different', 'area', '', 'organize', 'worker', 'group', 'share', 'job', 'staff', 'way', 'usable', 'staff', 'pathway', 'update', 'change', 'texture', 'rail', 'building', 'hope', '', '', '', 'work', 'make', 'foremost', 'fun', 'experience', 'play', 'planet_coaster'];"Well Limbic, if you guys want to get this game anywhere near the quality of planet coaster you have your work cut out for you in the next few months. I really love the idea of the unrealistic coaster and rides but the game doesnt seem much fun so far. The Campaign tutorial is so long I quit it after 10 minutes because it just wasnt fun. The games economy seems to be kinda broken, its hard to maintain a well running park even on low maintenance costs. There are a lot of QoL- & basic features missing, for example: workzones (to organize staff into different areas); workteams (to organize workers into groups that share the same jobs); staff ways (only usable by staff); pathway update (change texture and railing after building) and so on and so on.

I`m hoping that bandai namco and limbic work together to make this the game it could be and first and foremost a fun experience!

I`ll be playing some Planet Coaster until then...";-0.04166666666666668
Topic 2;0.49;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['focus', 'budget', 'make', 'fun', 'play', 'matter', 'watch', 'youtube', 'video', '', 'work', 'fun', 'stress', 'annoyed', 'tried', 'return', '', 'make', 'fun', 'budget', 'simulator'];This game is to focused on budget, it doesn't make it fun to play at all. No matter what I do even watching youtube videos to see how to be successful in this game, nothing works. It's not fun.. I'm just get stressed and annoyed. I tried to return it but I couldn't. I do not recommend this game at all.... They need to make it more fun and less budget simulator...;-0.0066666666666666844
Topic 2;0.27;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['grow', '', '', 'theme_park', 'classic', 'making'];It's a grown up (lol) verson of Theme Park - a classic in the making :);0.48888888888888893
Topic 2;0.31;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['nice', 'campaign', 'mode'];"Nice game in campaign mode
";0.09999999999999998
Topic 2;0.31;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['potential', 'incredible', 'aim', 'people', 'love', 'rollercoaster_tycoon', 'theme_park', 'game', 'complication', 'micromanagement', 'planet_coaster', 'ready', 'pathe', 'awful', 'laggy', 'guest', 'walk', 'past', 'thing', 'crave', 'complain', 'access', 'lack', 'depth', 'sense', 'end', 'rinse', 'repeat', 'layout', 'work', '', 'way'];"This has the potential to be an incredible game aimed at people who loved Rollercoaster Tycoon/Theme Park games, without the complication - micromanagement of Planet Coaster.

However the game is not ready, the pathing is awful and laggy, your guests walk past things they are craving for and then complain that they don't have access to them.

There is a lack of depth to the game in the sense that you end up just rinse - repeat a layout which works and it seems to be ok.

For PS20-25 maybe, PS40 no way.";-0.045000000000000005
Topic 2;0.32;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'bug', 'expect', '', 'release', 'park', 'building', '', '', 'fun', 'play', '', 'campaign', 'mission', '', 'story', 'line', 'flow'];yes there are a few bugs here and there but that is to be expected from a game that just got released. With that, for a park building game this one insanely fun to play, especially the campaign missions actually have a story line that flows with them.;-0.1142857142857143
Topic 2;0.44;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['review', 'hit', 'bug', '', 'frustrating', 'buy', 'price', 'point', 'fun', 'veteran', 'theme_park', '', 'management', 'sim', 'general', 'go', '', 'notice', 'unfortunate', 'lack', 'common', 'quality', 'life', 'feature', 'use', 'thing', 'able', 'update', 'exist', 'path', 'texture', 'fence', 'feature', 'feel', 'clunky', 'try', 'rotate', 'thing', '', 'snap', 'know', 'infuriate', 'figure', 'turn', 'lack', 'feedback', 'ride', '', 'make', 'profit', 'second', 'campaign', 'map', '', 'ride', '', 'start', 'bleed', 'money', 'spend', 'hour', 'fiddle', 'price', 'turn', 'ride', 'facility', 'cut', 'staff', 'pay', 'stave', 'bankruptcy', '', 'idea', 'fix', '', 'realistic', 'theme_park', 'genre', 'able', 'make', 'physics', 'safety', 'defying', 'ride', 'noticeable', 'improvement', 'game', 'base', 'system', 'include', '', 'feature', 'bug', 'fix', 'say', 'pick', 'sale', 'discount'];"A lot of other reviews have hit on the bugs so I won't go into them in mine, but they are definitely there and frustrating.

I wouldn't buy the game at full price at this point. It's fun, however if you are a veteran theme park sim or management sims in general you are gonna notice an unfortunate lack of common quality of life features that you are used to. Things like being able to update an existing path's texture and fencing. A lot of the other features feel clunky as well. Trying to rotate things while they randomly snap to who knows what is infuriating and I can't figure out how to turn it off.

Also, a lack of feedback on why rides are suddenly not making a profit. In the second campaign map I was doing really well until my rides randomly starting bleeding money and I have been spending hours just fiddling with prices and turning off rides and facilities and cutting staff pay just to stave off bankruptcy with barely any idea of how to fix it.

Overall, I like the less realistic take on the theme park genre and I like being able to make physics and safety defying rides but until there are noticeable improvements to the games base systems to include QoL features and a lot of bug fixes I would say only pick this up on sale or other discount.";-0.09351851851851853
